Countyfips;StateCode;State;Year;Race;Population
0;PA;Pennsylvania;2007;Black Alone;1384015
0;PA;Pennsylvania;2008;Black Alone;1403066
0;PA;Pennsylvania;2009;Black Alone;1421059
0;PA;Pennsylvania;2010;Black Alone;1435024
0;PA;Pennsylvania;2011;Black Alone;1450780
0;PA;Pennsylvania;2012;Black Alone;1465248
0;PA;Pennsylvania;2013;Black Alone;1478114
0;PA;Pennsylvania;2014;Black Alone;1489345
0;PA;Pennsylvania;2015;Black Alone;1498597
0;PA;Pennsylvania;2016;Black Alone;1509248
0;PA;Pennsylvania;2017;Black Alone;1521722
0;PA;Pennsylvania;2018;Black Alone;1536333
0;PA;Pennsylvania;2019;Black Alone;1545082
0;PA;Pennsylvania;2020;Black Alone;1574368
0;PA;Pennsylvania;2021;Black Alone;1582447
0;PA;Pennsylvania;2022;Black Alone;1587643
0;PA;Pennsylvania;2023;Black Alone;1600450
0;PA;Pennsylvania;2024;Black Alone;1619718
0;RI;Rhode Island;1990;Black Alone;43674
0;RI;Rhode Island;1991;Black Alone;45425
0;RI;Rhode Island;1992;Black Alone;47047
0;RI;Rhode Island;1993;Black Alone;48790
0;RI;Rhode Island;1994;Black Alone;50578
0;RI;Rhode Island;1995;Black Alone;52450
0;RI;Rhode Island;1996;Black Alone;54398
0;RI;Rhode Island;1997;Black Alone;56657
0;RI;Rhode Island;1998;Black Alone;59143
0;RI;Rhode Island;1999;Black Alone;62303
0;RI;Rhode Island;2000;Black Alone;60320
0;RI;Rhode Island;2001;Black Alone;62318
0;RI;Rhode Island;2002;Black Alone;64599
0;RI;Rhode Island;2003;Black Alone;66719
0;RI;Rhode Island;2004;Black Alone;68779
0;RI;Rhode Island;2005;Black Alone;69875
0;RI;Rhode Island;2006;Black Alone;70831
0;RI;Rhode Island;2007;Black Alone;72053
0;RI;Rhode Island;2008;Black Alone;73099
0;RI;Rhode Island;2009;Black Alone;74365
0;RI;Rhode Island;2010;Black Alone;75588
0;RI;Rhode Island;2011;Black Alone;77372
0;RI;Rhode Island;2012;Black Alone;78420
0;RI;Rhode Island;2013;Black Alone;80245
0;RI;Rhode Island;2014;Black Alone;81879
0;RI;Rhode Island;2015;Black Alone;83579
0;RI;Rhode Island;2016;Black Alone;85272
0;RI;Rhode Island;2017;Black Alone;86665
0;RI;Rhode Island;2018;Black Alone;89062
0;RI;Rhode Island;2019;Black Alone;90630
0;RI;Rhode Island;2020;Black Alone;95656
0;RI;Rhode Island;2021;Black Alone;97325
0;RI;Rhode Island;2022;Black Alone;100299
0;RI;Rhode Island;2023;Black Alone;102708
0;RI;Rhode Island;2024;Black Alone;105806
0;SC;South Carolina;1990;Black Alone;1046915
0;SC;South Carolina;1991;Black Alone;1070158
0;SC;South Carolina;1992;Black Alone;1089628
0;SC;South Carolina;1993;Black Alone;1107974
0;SC;South Carolina;1994;Black Alone;1123727
0;SC;South Carolina;1995;Black Alone;1138558
0;SC;South Carolina;1996;Black Alone;1152086
0;SC;South Carolina;1997;Black Alone;1168026
0;SC;South Carolina;1998;Black Alone;1181039
0;SC;South Carolina;1999;Black Alone;1192652
0;SC;South Carolina;2000;Black Alone;1194520
0;SC;South Carolina;2001;Black Alone;1203169
0;SC;South Carolina;2002;Black Alone;1209656
0;SC;South Carolina;2003;Black Alone;1217203
0;SC;South Carolina;2004;Black Alone;1228313
0;SC;South Carolina;2005;Black Alone;1237906
0;SC;South Carolina;2006;Black Alone;1254565
0;SC;South Carolina;2007;Black Alone;1268537
0;SC;South Carolina;2008;Black Alone;1285421
0;SC;South Carolina;2009;Black Alone;1295429
0;SC;South Carolina;2010;Black Alone;1305355
0;SC;South Carolina;2011;Black Alone;1312403
0;SC;South Carolina;2012;Black Alone;1321696
0;SC;South Carolina;2013;Black Alone;1331492
0;SC;South Carolina;2014;Black Alone;1341751
0;SC;South Carolina;2015;Black Alone;1353152
0;SC;South Carolina;2016;Black Alone;1363711
0;SC;South Carolina;2017;Black Alone;1372490
0;SC;South Carolina;2018;Black Alone;1381937
0;SC;South Carolina;2019;Black Alone;1391272
0;SC;South Carolina;2020;Black Alone;1371700
0;SC;South Carolina;2021;Black Alone;1377255
0;SC;South Carolina;2022;Black Alone;1386279
0;SC;South Carolina;2023;Black Alone;1396737
0;SC;South Carolina;2024;Black Alone;1407815
0;SD;South Dakota;1990;Black Alone;3090
0;SD;South Dakota;1991;Black Alone;3167
0;SD;South Dakota;1992;Black Alone;3487
0;SD;South Dakota;1993;Black Alone;3479
0;SD;South Dakota;1994;Black Alone;3657
0;SD;South Dakota;1995;Black Alone;3444
0;SD;South Dakota;1996;Black Alone;4047
0;SD;South Dakota;1997;Black Alone;4162
0;SD;South Dakota;1998;Black Alone;4528
0;SD;South Dakota;1999;Black Alone;4749
0;SD;South Dakota;2000;Black Alone;4985
0;SD;South Dakota;2001;Black Alone;5538
0;SD;South Dakota;2002;Black Alone;6076
0;SD;South Dakota;2003;Black Alone;6575
0;SD;South Dakota;2004;Black Alone;7052
0;SD;South Dakota;2005;Black Alone;7582
0;SD;South Dakota;2006;Black Alone;8094
0;SD;South Dakota;2007;Black Alone;8806
0;SD;South Dakota;2008;Black Alone;9361
0;SD;South Dakota;2009;Black Alone;10104
0;SD;South Dakota;2010;Black Alone;10739
0;SD;South Dakota;2011;Black Alone;11587
0;SD;South Dakota;2012;Black Alone;13763
0;SD;South Dakota;2013;Black Alone;14669
0;SD;South Dakota;2014;Black Alone;15137
0;SD;South Dakota;2015;Black Alone;15843
0;SD;South Dakota;2016;Black Alone;17613
0;SD;South Dakota;2017;Black Alone;19268
0;SD;South Dakota;2018;Black Alone;19793
0;SD;South Dakota;2019;Black Alone;20732
0;SD;South Dakota;2020;Black Alone;21502
0;SD;South Dakota;2021;Black Alone;22298
0;SD;South Dakota;2022;Black Alone;23189
0;SD;South Dakota;2023;Black Alone;23803
0;SD;South Dakota;2024;Black Alone;24589
0;TN;Tennessee;1990;Black Alone;782830
0;TN;Tennessee;1991;Black Alone;798638
0;TN;Tennessee;1992;Black Alone;818018
0;TN;Tennessee;1993;Black Alone;839270
0;TN;Tennessee;1994;Black Alone;858370
0;TN;Tennessee;1995;Black Alone;875270
0;TN;Tennessee;1996;Black Alone;892896
0;TN;Tennessee;1997;Black Alone;908434
0;TN;Tennessee;1998;Black Alone;924468
0;TN;Tennessee;1999;Black Alone;939791
0;TN;Tennessee;2000;Black Alone;941527
0;TN;Tennessee;2001;Black Alone;953361
0;TN;Tennessee;2002;Black Alone;964948
0;TN;Tennessee;2003;Black Alone;976542
0;TN;Tennessee;2004;Black Alone;990590
0;TN;Tennessee;2005;Black Alone;1006150
0;TN;Tennessee;2006;Black Alone;1025289
0;TN;Tennessee;2007;Black Alone;1037827
0;TN;Tennessee;2008;Black Alone;1048329
0;TN;Tennessee;2009;Black Alone;1059243
0;TN;Tennessee;2010;Black Alone;1070485
0;TN;Tennessee;2011;Black Alone;1082105
0;TN;Tennessee;2012;Black Alone;1096929
0;TN;Tennessee;2013;Black Alone;1106621
0;TN;Tennessee;2014;Black Alone;1117285
0;TN;Tennessee;2015;Black Alone;1127200
0;TN;Tennessee;2016;Black Alone;1136567
0;TN;Tennessee;2017;Black Alone;1147694
0;TN;Tennessee;2018;Black Alone;1157504
0;TN;Tennessee;2019;Black Alone;1165222
0;TN;Tennessee;2020;Black Alone;1173698
0;TN;Tennessee;2021;Black Alone;1171254
0;TN;Tennessee;2022;Black Alone;1176193
0;TN;Tennessee;2023;Black Alone;1180248
0;TN;Tennessee;2024;Black Alone;1187324
0;TX;Texas;1990;Black Alone;2055356
0;TX;Texas;1991;Black Alone;2097163
0;TX;Texas;1992;Black Alone;2140131
0;TX;Texas;1993;Black Alone;2190589
0;TX;Texas;1994;Black Alone;2239106
0;TX;Texas;1995;Black Alone;2292393
0;TX;Texas;1996;Black Alone;2335740
0;TX;Texas;1997;Black Alone;2377071
0;TX;Texas;1998;Black Alone;2419724
0;TX;Texas;1999;Black Alone;2461293
0;TX;Texas;2000;Black Alone;2461903
0;TX;Texas;2001;Black Alone;2511451
0;TX;Texas;2002;Black Alone;2558084
0;TX;Texas;2003;Black Alone;2598399
0;TX;Texas;2004;Black Alone;2644550
0;TX;Texas;2005;Black Alone;2696184
0;TX;Texas;2006;Black Alone;2840751
0;TX;Texas;2007;Black Alone;2893199
0;TX;Texas;2008;Black Alone;2952533
0;TX;Texas;2009;Black Alone;3020504
0;TX;Texas;2010;Black Alone;3083378
0;TX;Texas;2011;Black Alone;3143243
0;TX;Texas;2012;Black Alone;3214865
0;TX;Texas;2013;Black Alone;3284462
0;TX;Texas;2014;Black Alone;3366145
0;TX;Texas;2015;Black Alone;3453613
0;TX;Texas;2016;Black Alone;3537833
0;TX;Texas;2017;Black Alone;3616811
0;TX;Texas;2018;Black Alone;3689734
0;TX;Texas;2019;Black Alone;3764432
0;TX;Texas;2020;Black Alone;3871040
0;TX;Texas;2021;Black Alone;3950460
0;TX;Texas;2022;Black Alone;4065920
0;TX;Texas;2023;Black Alone;4184750
0;TX;Texas;2024;Black Alone;4288977
0;UT;Utah;1990;Black Alone;12085
0;UT;Utah;1991;Black Alone;12857
0;UT;Utah;1992;Black Alone;13840
0;UT;Utah;1993;Black Alone;14659
0;UT;Utah;1994;Black Alone;15822
0;UT;Utah;1995;Black Alone;16794
0;UT;Utah;1996;Black Alone;17828
0;UT;Utah;1997;Black Alone;19058
0;UT;Utah;1998;Black Alone;20190
0;UT;Utah;1999;Black Alone;21374
0;UT;Utah;2000;Black Alone;19465
0;UT;Utah;2001;Black Alone;20811
0;UT;Utah;2002;Black Alone;22021
0;UT;Utah;2003;Black Alone;22684
0;UT;Utah;2004;Black Alone;23873
0;UT;Utah;2005;Black Alone;25405
0;UT;Utah;2006;Black Alone;27173
0;UT;Utah;2007;Black Alone;29397
0;UT;Utah;2008;Black Alone;30893
0;UT;Utah;2009;Black Alone;32768
0;UT;Utah;2010;Black Alone;34029
0;UT;Utah;2011;Black Alone;34828
0;UT;Utah;2012;Black Alone;36028
0;UT;Utah;2013;Black Alone;37158
0;UT;Utah;2014;Black Alone;38052
0;UT;Utah;2015;Black Alone;39029
0;UT;Utah;2016;Black Alone;41089
0;UT;Utah;2017;Black Alone;43334
0;UT;Utah;2018;Black Alone;45045
0;UT;Utah;2019;Black Alone;46918
0;UT;Utah;2020;Black Alone;49292
0;UT;Utah;2021;Black Alone;50896
0;UT;Utah;2022;Black Alone;53593
0;UT;Utah;2023;Black Alone;56959
0;UT;Utah;2024;Black Alone;60830
0;VT;Vermont;1990;Black Alone;1890
0;VT;Vermont;1991;Black Alone;1956
0;VT;Vermont;1992;Black Alone;2220
0;VT;Vermont;1993;Black Alone;2784
0;VT;Vermont;1994;Black Alone;2742
0;VT;Vermont;1995;Black Alone;2936
0;VT;Vermont;1996;Black Alone;3311
0;VT;Vermont;1997;Black Alone;3249
0;VT;Vermont;1998;Black Alone;3381
0;VT;Vermont;1999;Black Alone;3535
0;VT;Vermont;2000;Black Alone;3251
0;VT;Vermont;2001;Black Alone;3618
0;VT;Vermont;2002;Black Alone;3882
0;VT;Vermont;2003;Black Alone;4243
0;VT;Vermont;2004;Black Alone;4599
0;VT;Vermont;2005;Black Alone;4958
0;VT;Vermont;2006;Black Alone;5386
0;VT;Vermont;2007;Black Alone;5640
0;VT;Vermont;2008;Black Alone;6051
0;VT;Vermont;2009;Black Alone;6534
0;VT;Vermont;2010;Black Alone;6508
0;VT;Vermont;2011;Black Alone;6823
0;VT;Vermont;2012;Black Alone;6978
0;VT;Vermont;2013;Black Alone;7277
0;VT;Vermont;2014;Black Alone;7402
0;VT;Vermont;2015;Black Alone;7765
0;VT;Vermont;2016;Black Alone;7955
0;VT;Vermont;2017;Black Alone;8208
0;VT;Vermont;2018;Black Alone;8404
0;VT;Vermont;2019;Black Alone;8727
0;VT;Vermont;2020;Black Alone;9142
0;VT;Vermont;2021;Black Alone;9471
0;VT;Vermont;2022;Black Alone;10046
0;VT;Vermont;2023;Black Alone;10624
0;VT;Vermont;2024;Black Alone;11277
0;VA;Virginia;1990;Black Alone;1174876
0;VA;Virginia;1991;Black Alone;1202194
0;VA;Virginia;1992;Black Alone;1238551
0;VA;Virginia;1993;Black Alone;1268404
0;VA;Virginia;1994;Black Alone;1294734
0;VA;Virginia;1995;Black Alone;1319225
0;VA;Virginia;1996;Black Alone;1342874
0;VA;Virginia;1997;Black Alone;1367796
0;VA;Virginia;1998;Black Alone;1392692
0;VA;Virginia;1999;Black Alone;1422517
0;VA;Virginia;2000;Black Alone;1416671
0;VA;Virginia;2001;Black Alone;1431476
0;VA;Virginia;2002;Black Alone;1446516
0;VA;Virginia;2003;Black Alone;1459320
0;VA;Virginia;2004;Black Alone;1479563
0;VA;Virginia;2005;Black Alone;1497615
0;VA;Virginia;2006;Black Alone;1518543
0;VA;Virginia;2007;Black Alone;1532613
0;VA;Virginia;2008;Black Alone;1548267
0;VA;Virginia;2009;Black Alone;1565478
0;VA;Virginia;2010;Black Alone;1583761
0;VA;Virginia;2011;Black Alone;1595580
0;VA;Virginia;2012;Black Alone;1610704
0;VA;Virginia;2013;Black Alone;1625079
0;VA;Virginia;2014;Black Alone;1639220
0;VA;Virginia;2015;Black Alone;1653931
0;VA;Virginia;2016;Black Alone;1666073
0;VA;Virginia;2017;Black Alone;1679587
0;VA;Virginia;2018;Black Alone;1691415
0;VA;Virginia;2019;Black Alone;1703577
0;VA;Virginia;2020;Black Alone;1724204
0;VA;Virginia;2021;Black Alone;1730952
0;VA;Virginia;2022;Black Alone;1738415
0;VA;Virginia;2023;Black Alone;1746231
0;VA;Virginia;2024;Black Alone;1759626
0;WA;Washington;1990;Black Alone;154374
0;WA;Washington;1991;Black Alone;161116
0;WA;Washington;1992;Black Alone;169408
0;WA;Washington;1993;Black Alone;175390
0;WA;Washington;1994;Black Alone;182652
0;WA;Washington;1995;Black Alone;190801
0;WA;Washington;1996;Black Alone;199460
0;WA;Washington;1997;Black Alone;208977
0;WA;Washington;1998;Black Alone;215228
0;WA;Washington;1999;Black Alone;222319
0;WA;Washington;2000;Black Alone;199718
0;WA;Washington;2001;Black Alone;205250
0;WA;Washington;2002;Black Alone;210038
0;WA;Washington;2003;Black Alone;212949
0;WA;Washington;2004;Black Alone;217049
0;WA;Washington;2005;Black Alone;221729
0;WA;Washington;2006;Black Alone;229193
0;WA;Washington;2007;Black Alone;234347
0;WA;Washington;2008;Black Alone;242340
0;WA;Washington;2009;Black Alone;250117
0;WA;Washington;2010;Black Alone;253729
0;WA;Washington;2011;Black Alone;261815
0;WA;Washington;2012;Black Alone;270179
0;WA;Washington;2013;Black Alone;276590
0;WA;Washington;2014;Black Alone;283279
0;WA;Washington;2015;Black Alone;291207
0;WA;Washington;2016;Black Alone;301086
0;WA;Washington;2017;Black Alone;311758
0;WA;Washington;2018;Black Alone;322071
0;WA;Washington;2019;Black Alone;331509
0;WA;Washington;2020;Black Alone;342339
0;WA;Washington;2021;Black Alone;348698
0;WA;Washington;2022;Black Alone;358315
0;WA;Washington;2023;Black Alone;368198
0;WA;Washington;2024;Black Alone;380439
0;WV;West Virginia;1990;Black Alone;56068
0;WV;West Virginia;1991;Black Alone;55983
0;WV;West Virginia;1992;Black Alone;56046
0;WV;West Virginia;1993;Black Alone;56949
0;WV;West Virginia;1994;Black Alone;57638
0;WV;West Virginia;1995;Black Alone;58464
0;WV;West Virginia;1996;Black Alone;59041
0;WV;West Virginia;1997;Black Alone;59365
0;WV;West Virginia;1998;Black Alone;59966
0;WV;West Virginia;1999;Black Alone;59775
0;WV;West Virginia;2000;Black Alone;57767
0;WV;West Virginia;2001;Black Alone;57651
0;WV;West Virginia;2002;Black Alone;57975
0;WV;West Virginia;2003;Black Alone;58573
0;WV;West Virginia;2004;Black Alone;59041
0;WV;West Virginia;2005;Black Alone;59437
0;WV;West Virginia;2006;Black Alone;60562
0;WV;West Virginia;2007;Black Alone;61393
0;WV;West Virginia;2008;Black Alone;62258
0;WV;West Virginia;2009;Black Alone;63417
0;WV;West Virginia;2010;Black Alone;63978
0;WV;West Virginia;2011;Black Alone;64495
0;WV;West Virginia;2012;Black Alone;64776
0;WV;West Virginia;2013;Black Alone;65236
0;WV;West Virginia;2014;Black Alone;65357
0;WV;West Virginia;2015;Black Alone;65348
0;WV;West Virginia;2016;Black Alone;65108
0;WV;West Virginia;2017;Black Alone;64808
0;WV;West Virginia;2018;Black Alone;64605
0;WV;West Virginia;2019;Black Alone;64688
0;WV;West Virginia;2020;Black Alone;66468
0;WV;West Virginia;2021;Black Alone;66807
0;WV;West Virginia;2022;Black Alone;66905
0;WV;West Virginia;2023;Black Alone;67598
0;WV;West Virginia;2024;Black Alone;68826
0;WI;Wisconsin;1990;Black Alone;248027
0;WI;Wisconsin;1991;Black Alone;256644
0;WI;Wisconsin;1992;Black Alone;264916
0;WI;Wisconsin;1993;Black Alone;272844
0;WI;Wisconsin;1994;Black Alone;281134
0;WI;Wisconsin;1995;Black Alone;288815
0;WI;Wisconsin;1996;Black Alone;297086
0;WI;Wisconsin;1997;Black Alone;302926
0;WI;Wisconsin;1998;Black Alone;308348
0;WI;Wisconsin;1999;Black Alone;315230
0;WI;Wisconsin;2000;Black Alone;310480
0;WI;Wisconsin;2001;Black Alone;316863
0;WI;Wisconsin;2002;Black Alone;323469
0;WI;Wisconsin;2003;Black Alone;329090
0;WI;Wisconsin;2004;Black Alone;334119
0;WI;Wisconsin;2005;Black Alone;339638
0;WI;Wisconsin;2006;Black Alone;345509
0;WI;Wisconsin;2007;Black Alone;351506
0;WI;Wisconsin;2008;Black Alone;357415
0;WI;Wisconsin;2009;Black Alone;363022
0;WI;Wisconsin;2010;Black Alone;367725
0;WI;Wisconsin;2011;Black Alone;371437
0;WI;Wisconsin;2012;Black Alone;374256
0;WI;Wisconsin;2013;Black Alone;376639
0;WI;Wisconsin;2014;Black Alone;379706
0;WI;Wisconsin;2015;Black Alone;382116
0;WI;Wisconsin;2016;Black Alone;384616
0;WI;Wisconsin;2017;Black Alone;387893
0;WI;Wisconsin;2018;Black Alone;390792
0;WI;Wisconsin;2019;Black Alone;392565
0;WI;Wisconsin;2020;Black Alone;392593
0;WI;Wisconsin;2021;Black Alone;390620
0;WI;Wisconsin;2022;Black Alone;391835
0;WI;Wisconsin;2023;Black Alone;394838
0;WI;Wisconsin;2024;Black Alone;399186
0;WY;Wyoming;1990;Black Alone;3586
0;WY;Wyoming;1991;Black Alone;3629
0;WY;Wyoming;1992;Black Alone;3865
0;WY;Wyoming;1993;Black Alone;3789
0;WY;Wyoming;1994;Black Alone;3810
0;WY;Wyoming;1995;Black Alone;3936
0;WY;Wyoming;1996;Black Alone;4040
0;WY;Wyoming;1997;Black Alone;3924
0;WY;Wyoming;1998;Black Alone;4164
0;WY;Wyoming;1999;Black Alone;4250
0;WY;Wyoming;2000;Black Alone;3940
0;WY;Wyoming;2001;Black Alone;4181
0;WY;Wyoming;2002;Black Alone;4285
0;WY;Wyoming;2003;Black Alone;4330
0;WY;Wyoming;2004;Black Alone;4530
0;WY;Wyoming;2005;Black Alone;4574
0;WY;Wyoming;2006;Black Alone;4671
0;WY;Wyoming;2007;Black Alone;4945
0;WY;Wyoming;2008;Black Alone;4914
0;WY;Wyoming;2009;Black Alone;5402
0;WY;Wyoming;2010;Black Alone;5182
0;WY;Wyoming;2011;Black Alone;5457
0;WY;Wyoming;2012;Black Alone;7607
0;WY;Wyoming;2013;Black Alone;8505
0;WY;Wyoming;2014;Black Alone;7754
0;WY;Wyoming;2015;Black Alone;7300
0;WY;Wyoming;2016;Black Alone;7231
0;WY;Wyoming;2017;Black Alone;7172
0;WY;Wyoming;2018;Black Alone;7133
0;WY;Wyoming;2019;Black Alone;7114
0;WY;Wyoming;2020;Black Alone;7011
0;WY;Wyoming;2021;Black Alone;7001
0;WY;Wyoming;2022;Black Alone;7127
0;WY;Wyoming;2023;Black Alone;7115
0;WY;Wyoming;2024;Black Alone;7223
0;PR;Puerto Rico;2010;Black Alone;
0;PR;Puerto Rico;2011;Black Alone;
0;PR;Puerto Rico;2012;Black Alone;
0;PR;Puerto Rico;2013;Black Alone;
0;PR;Puerto Rico;2014;Black Alone;
0;PR;Puerto Rico;2015;Black Alone;
0;PR;Puerto Rico;2016;Black Alone;
0;PR;Puerto Rico;2017;Black Alone;
0;PR;Puerto Rico;2018;Black Alone;
0;PR;Puerto Rico;2019;Black Alone;
0;;U.S.;1990;American Indian or Alaskan Native;2058726
0;;U.S.;1991;American Indian or Alaskan Native;2126968
0;;U.S.;1992;American Indian or Alaskan Native;2202176
0;;U.S.;1993;American Indian or Alaskan Native;2282052
0;;U.S.;1994;American Indian or Alaskan Native;2361078
0;;U.S.;1995;American Indian or Alaskan Native;2441752
0;;U.S.;1996;American Indian or Alaskan Native;2534873
0;;U.S.;1997;American Indian or Alaskan Native;2626475
0;;U.S.;1998;American Indian or Alaskan Native;2726036
0;;U.S.;1999;American Indian or Alaskan Native;2832761
0;;U.S.;2000;American Indian or Alaskan Native;2684491
0;;U.S.;2001;American Indian or Alaskan Native;2769731
0;;U.S.;2002;American Indian or Alaskan Native;2857113
0;;U.S.;2003;American Indian or Alaskan Native;2947575
0;;U.S.;2004;American Indian or Alaskan Native;3044517
0;;U.S.;2005;American Indian or Alaskan Native;3147772
0;;U.S.;2006;American Indian or Alaskan Native;3258666
0;;U.S.;2007;American Indian or Alaskan Native;3377213
0;;U.S.;2008;American Indian or Alaskan Native;3504878
0;;U.S.;2009;American Indian or Alaskan Native;3636766
0;;U.S.;2010;American Indian or Alaskan Native;3753179
0;;U.S.;2011;American Indian or Alaskan Native;3806563
0;;U.S.;2012;American Indian or Alaskan Native;3863383
0;;U.S.;2013;American Indian or Alaskan Native;3917329
0;;U.S.;2014;American Indian or Alaskan Native;3972480
0;;U.S.;2015;American Indian or Alaskan Native;4028249
0;;U.S.;2016;American Indian or Alaskan Native;4083901
0;;U.S.;2017;American Indian or Alaskan Native;4138345
0;;U.S.;2018;American Indian or Alaskan Native;4192206
0;;U.S.;2019;American Indian or Alaskan Native;4243909
0;;U.S.;2020;American Indian or Alaskan Native;4302125
0;;U.S.;2021;American Indian or Alaskan Native;4347090
0;;U.S.;2022;American Indian or Alaskan Native;4436209
0;;U.S.;2023;American Indian or Alaskan Native;4579646
0;;U.S.;2024;American Indian or Alaskan Native;4743298
0;AL;Alabama;1990;American Indian or Alaskan Native;16224
0;AL;Alabama;1991;American Indian or Alaskan Native;17015
0;AL;Alabama;1992;American Indian or Alaskan Native;17357
0;AL;Alabama;1993;American Indian or Alaskan Native;18002
0;AL;Alabama;1994;American Indian or Alaskan Native;18566
0;AL;Alabama;1995;American Indian or Alaskan Native;19386
0;AL;Alabama;1996;American Indian or Alaskan Native;20493
0;AL;Alabama;1997;American Indian or Alaskan Native;21229
0;AL;Alabama;1998;American Indian or Alaskan Native;21783
0;AL;Alabama;1999;American Indian or Alaskan Native;22666
0;AL;Alabama;2000;American Indian or Alaskan Native;23262
0;AL;Alabama;2001;American Indian or Alaskan Native;24084
0;AL;Alabama;2002;American Indian or Alaskan Native;24966
0;AL;Alabama;2003;American Indian or Alaskan Native;25920
0;AL;Alabama;2004;American Indian or Alaskan Native;26755
0;AL;Alabama;2005;American Indian or Alaskan Native;27606
0;AL;Alabama;2006;American Indian or Alaskan Native;28666
0;AL;Alabama;2007;American Indian or Alaskan Native;29666
0;AL;Alabama;2008;American Indian or Alaskan Native;30722
0;AL;Alabama;2009;American Indian or Alaskan Native;31825
0;AL;Alabama;2010;American Indian or Alaskan Native;32866
0;AL;Alabama;2011;American Indian or Alaskan Native;32728
0;AL;Alabama;2012;American Indian or Alaskan Native;32780
0;AL;Alabama;2013;American Indian or Alaskan Native;32776
0;AL;Alabama;2014;American Indian or Alaskan Native;32924
0;AL;Alabama;2015;American Indian or Alaskan Native;33120
0;AL;Alabama;2016;American Indian or Alaskan Native;33361
0;AL;Alabama;2017;American Indian or Alaskan Native;33544
0;AL;Alabama;2018;American Indian or Alaskan Native;33838
0;AL;Alabama;2019;American Indian or Alaskan Native;34303
0;AL;Alabama;2020;American Indian or Alaskan Native;36123
0;AL;Alabama;2021;American Indian or Alaskan Native;36535
0;AL;Alabama;2022;American Indian or Alaskan Native;37645
0;AL;Alabama;2023;American Indian or Alaskan Native;39011
0;AL;Alabama;2024;American Indian or Alaskan Native;40544
